"","Name","Sample","Plate","P1","P2","P3","P4","P5","P6","FullAuc","ScaledAuc"
"1","Pta","A1","104953","0.972882757766554","-6.66503519846758","-0.425882336839153","22.4577171815798","0.078670227111499","6.02862797809193","32572950.8170544","24.864237030054"
"2","Pta","A2","104953","0.950757808897059","-9.98540834086669","-0.217505176480172","28.4012319432683","0.0687283691068083","4.61796769557839","3911992.83898311","25.1282486977412"
"3","Pta","A3","104953","0.957285909687865","-4.97013117237931","-0.569796334782932","24.386203699123","0.0962811089155603","6.24662357489648","26711627.8504913","26.5905601256285"
"4","Pta","A4","104953","0.989543326799137","-7.13734161270984","-0.335494398315968","22.6154525041029","0.0496757261284868","6.03101919406269","9066859.66317639","28.1744304015762"
"5","Pta","A5","104953","0.969779187578292","-5.54335048688134","-0.509568030547632","18.5968749381944","0.0579710064630182","5.69245193463503","13219091.5721022","25.2880813510304"
"6","Pta","A6","104953","0.959706802577637","-7.47123051643784","-0.381803464994392","22.6707714276373","0.0715208886904758","5.74997430719011","18149688.479235","24.3255277822029"
"7","Pta","A7","104953","0.971583929375973","-5.21176306838924","-0.527213218183444","22.6994976118302","0.0900982032708316","6.51570252691211","28345211.6050097","25.6013732096695"
"8","Pta","A8","104953","0.968059500779886","-6.54118801806826","-0.447945162938053","23.4370321952484","0.0772222890124765","5.74890541015299","44346807.9338044","25.9763313039315"
"9","Pta","A9","104953","0.966958516743585","-6.92355623884708","-0.38619164925854","23.5934695831655","0.0750133625770143","5.86494866602954","19078073.8478884","25.7481820040766"
"10","Pta","A10","104953","0.970945908443971","-6.84713075243859","-0.424175886116886","23.5300230964112","0.0972765619026538","5.67291386965704","22119967.6727611","23.9918647753663"
"11","Pta","A11","104953","0.970027162002133","-5.70896156273899","-0.472690815150675","22.5953101504218","0.0988088986269447","5.94103228749214","23184829.9187585","24.1274166578824"
"12","Pta","A12","104953","0.966558819877776","-5.94634384737927","-0.406290777763409","22.3096613428311","0.0820949037014724","5.81409648942735","27527608.8079474","24.7923378246253"
"13","PtaDA","A1","104953","0.621575156334924","-8.45959500299753","-0.0417906094830046","23.3268099506788","0.0868994599291516","2.72617175603443","535034.937842562","8.85934891952223"
"14","PtaDA","A2","104953","0.768801182474227","-0.790267597106644","-0.000890315976868989","22.7224746268214","0.00631676525139875","2.88462057795447","252685.629793631","13.17681050631"
"15","PtaDA","A3","104953","0.761041231435394","-6.94658483858654","-0.00930555722871215","25.9053685724703","0.0467377953451322","2.56516407930131","248739.974550981","12.0227946482655"
"16","PtaDA","A4","104953","0.928428081738473","-9.69632045374485","-0.0530559845939782","22.8546915484196","0.0600328857587934","2.57504558466425","300062.865716194","16.2897977503192"
"17","PtaDA","A5","104953","1.09813992337411","-9.75429342108343","-0.244176103887821","18.027708342377","0.0992493355044299","3.18731058687244","445561.742732131","17.4876912380779"
"18","PtaDA","A6","104953","1.19087039943063","-3.52121825503026","-0.0195030435851884","20.7556817730168","0.00491698015581511","2.59360154468991","199605.626186835","25.4830766623851"
"19","PtaDA","A7","104953","0.9798966223497","-9.17254620869092","-0.403659301402306","17.7961257746705","0.129725702450197","4.70809216589409","1130764.28344974","14.800673781063"
"20","PtaDA","A8","104953","1.13239044070239","-9.99708851815826","-0.103453928008556","17.7516331788034","0.0567499218770543","3.04258277905407","311921.95290833","17.533467243414"
"21","PtaDA","A9","104953","1.4005401026596","-9.99665469107712","-0.246183486300346","14.0765606859732","0.0737486990158441","3.38399136546774","581967.650017065","17.2193460257485"
"22","PtaDA","A10","104953","1.23588152634457","-9.36328310185334","-0.103473540710762","18.3513969568234","0.0530926458054311","2.6667575803285","315499.353854464","21.187037810503"
"23","PtaDA","A11","104953","1.12708370106331","-9.74737412612331","-0.104181380042803","20.5561632579353","0.0632299380844133","2.99740106375047","378293.952997378","19.4709620057337"
"24","PtaDA","A12","104953","1.3587155457915","-9.21250184008587","-0.187713391843876","16.3107277735336","0.138443495462127","3.92025003990011","502579.368713701","15.506511645097"
"25","Pa","A1","104953","0.983798649615002","-7.30018028207088","-0.271677800012754","26.5778054491821","0.12351984908895","5.7605148231841","21325405.9463881","24.247379739469"
"26","Pa","A2","104953","0.967064299587796","-6.7376807636351","-0.351135454047064","23.7198969537251","0.141056224539569","5.10310903640989","19128922.1340867","21.2474114581248"
"27","Pa","A3","104953","0.951583003503608","-5.42380725973496","-0.528248129569658","19.5346575895063","0.0981785716311407","5.38857653085176","13220399.2349259","21.5137359929776"
"28","Pa","A4","104953","0.971237804211508","-5.07923251794661","-0.479005559219791","21.3238004696366","0.0848970124298728","5.82277247895962","31762878.5935568","24.9025576798911"
"29","Pa","A5","104953","0.954887689406034","-4.76235560720802","-0.462096361280408","20.5031512236916","0.089449489927234","5.77769339166026","11714495.1772321","23.479918408317"
"30","Pa","A6","104953","0.935740253699022","-4.60069438821425","-0.545974073692722","21.3359523002447","0.121447273951404","5.37862841603093","37003565.6789619","21.9703252789699"
"31","Pa","A7","104953","0.942334406271676","-7.03732985044797","-0.430397405227435","21.644324691089","0.0975620336425924","5.30270110221581","14471391.9955338","21.4185194519506"
"32","Pa","A8","104953","0.95541794318778","-4.85902720106844","-0.543824555445789","22.4432009195511","0.120139866381607","5.39836640863032","31387161.822533","23.2258973604255"
"33","Pa","A9","104953","0.950511466800287","-5.06186319836679","-0.497363786850653","24.7406295016968","0.116562764654716","5.6822281194548","19029801.2796069","25.123090626404"
"34","Pa","A10","104953","0.942472175090247","-4.17146843623746","-0.528501840697028","21.652045618527","0.105258341271953","5.33011928888333","25502771.6577945","23.6618673290307"
"35","Pa","A11","104953","0.978359130548112","-4.79299369436191","-0.461892217823725","21.7100931811903","0.10074687059743","5.41133259369605","17256822.2290537","24.2429638813623"
"36","Pa","A12","104953","0.949840911914136","-4.52507360976354","-0.520593602690735","20.7313660905444","0.0997037286885834","5.50611259857011","16422662.0554663","23.1120379983291"
"37","Pa20","A1","104953","0.506347182581315","-9.54887602822374","-0.00553569987096311","2.07351299217925","0.0164315435774582","2.82449655796117","189393.070467226","5.62476715922566"
"38","Pa20","A2","104953","0.506108654482531","-5.68439561199773","-0.00704824757837717","2.08528633582096","0.0250529695172131","2.84915065852763","176370.81376567","5.35836795055384"
"39","Pa20","A3","104953","0.67522253139237","-5.18441679192572","-0.00420659700498315","2.10796002976839","0.0132224892374225","2.90482180955051","147619.819872133","8.53988500319441"
"40","Pa20","A4","104953","0.771558855010061","-9.39017254271218","-0.00232301281952385","3.19870490599505","0.00939030367268708","2.92109878138908","151275.402401529","10.6076696821559"
"41","Pa20","A5","104953","0.985255019118914","-2.64091740093061","-0.00476595470427987","2.425810715318","0.000803865100650377","2.89921890105889","152831.203666134","16.807056074449"
"42","Pa20","A6","104953","1.07785392776172","-3.90708392383391","-0.00230845158151287","3.05222264305287","0.00868945409256269","3.01646008440803","148241.403811303","15.4459336790421"
"43","Pa20","A7","104953","1.00504508493409","-6.10815749907457","-0.000105202914556006","3.18556693842785","0.000671354221914195","2.79586562163806","154793.145818877","17.5081702042956"
"44","Pa20","A8","104953","1.64665857192409","-4.70576834421717","-0.00793671753778838","25.5385751450527","0.000846726866902174","2.53267576528286","162277.998681538","32.070893081778"
"45","Pa20","A9","104953","1.4872856743692","-0.338716063824605","-0.00145882401831869","12.381827732525","0.000991903195710569","2.64388077133617","139029.981859135","26.8086187086649"
"46","Pa20","A10","104953","1.72604357030121","-7.67607129675134","-0.000315323930131331","29.6342106949859","0.00171890682084682","2.48212555591887","159142.542856759","30.6868467845801"
"47","Pa20","A11","104953","1.67643511524352","-5.65249812906599","-0.000183145867647094","27.4334093955931","0.00101519941215594","2.49633315188983","163932.410650513","29.4623105579117"
"48","Pa20","A12","104953","0.383024232188068","-6.7292950267448","-0.0538378040027604","28.8818894508925","0.00245890318495836","2.43725252953467","241867.31112193","11.9082468924149"
"49","118","A1","104953","0.33445735040348","-5.39024567119953","-0.00324890451325683","3.63152780031835","0.00503782600465828","2.81734225082341","207573.036739705","4.87029482794604"
"50","118","A2","104953","0.471795669545626","-0.898277458352912","-0.00410708394833158","2.02271468419195","0.0281162703832096","2.76041404415696","177875.154862865","4.62483706834395"
"51","118","A3","104953","0.602122653720342","-6.44398085709143","-0.00747694170689558","2.46743070400192","0.000107674974637918","2.63426577038547","179809.77912982","9.89694397878423"
"52","118","A4","104953","0.7463897330851","-1.70683518283164","-0.00090719504463941","2.14557116821045","0.0101678557076887","2.85650070346919","164051.536578163","10.1570099276517"
"53","118","A5","104953","0.890405514965736","-6.18109907822211","-0.000392072085351059","6.76736686903753","0.000294843809926393","2.90485054893675","175793.276428598","15.1362077313325"
"54","118","A6","104953","1.49450133958946","-5.8215973842365","-0.00396704331358452","2.40638084020731","0.00743173566258135","2.69299374533617","160395.689895581","22.2689303692064"
"55","118","A7","104953","1.07109947224642","-4.62221737481664","-0.000969187934532345","28.4988145162377","2.42708322685937e-05","2.59788528905701","171192.605384524","19.0909008957186"
"56","118","A8","104953","1.22201845070939","-2.38190918209518","-0.00150335660695476","6.20105876864078","4.96457103613566e-05","2.58819682212575","170744.628713248","22.1549771945707"
"57","118","A9","104953","1.44381187462907","-0.66535678220095","-0.000829600226416709","21.8809542253714","0.000134717958906511","2.47647438304785","177613.702015883","27.0239136880734"
"58","118","A10","104953","1.06904790840174","-0.361470604273782","-0.0200801956184829","3.24377408990157","0.000172669686165764","2.7914206019252","187127.597588833","20.0235889090267"
"59","118","A11","104953","1.51350289161287","-1.47455086340315","-0.00437311989909207","19.2838583027648","0.000574946835665047","2.59057978473128","169666.983397687","28.5525956202463"
"60","118","A12","104953","2.65784927208068","-3.12063118402654","-8.00308048626673","3.0688608033843","0.000206943594318579","2.08667033286198","195245.640010219","28.0905300742288"
